"Age" "Lx.1933" "Lx.1934" "Lx.1935" "Lx.1936" "Lx.1937" "Lx.1938" "Lx.1939" "Lx.1940" "Lx.1941" "Lx.1942" "Lx.1943" "Lx.1944" "Lx.1945" "Lx.1946" "Lx.1947" "Lx.1948" "Lx.1949" "Lx.1950" "Lx.1951" "Lx.1952" "Lx.1953" "Lx.1954" "Lx.1955" "Lx.1956" "Lx.1957" "Lx.1958" "Lx.1959" "Lx.1960" "Lx.1961" "Lx.1962" "Lx.1963" "Lx.1964" "Lx.1965" "Lx.1966" "Lx.1967" "Lx.1968" "Lx.1969" "Lx.1970" "Lx.1971" "Lx.1972" "Lx.1973" "Lx.1974" "Lx.1975" "Lx.1976" "Lx.1977" "Lx.1978" "Lx.1979" "Lx.1980" "Lx.1981" "Lx.1982" "Lx.1983" "Lx.1984" "Lx.1985" "Lx.1986" "Lx.1987" "Lx.1988" "Lx.1989" "Lx.1990" "Lx.1991" "Lx.1992" "Lx.1993" "Lx.1994" "Lx.1995" "Lx.1996" "Lx.1997" "Lx.1998" "Lx.1999" "Lx.2000" "Lx.2001" "Lx.2002" "Lx.2003" "Lx.2004" "Lx.2005" "Lx.2006" "Lx.2007" "Lx.2008" "Lx.2009" "Lx.2010" "Lx.2011" "Lx.2012" "Lx.2013" "Lx.2014" "Lx.2015" "Lx.2016" "Lx.2017" "Lx.2018" "Lx.2019" "Lx.2020" "Lx.2021" "Lx.2022" "Lx.2023"
"37" 36 83111 82124 83027 82806 83465 84982 86026 86287 86575 87239 87081 87249 87881 88483 90070 90435 90753 91170 91147 91150 91482 91966 92087 92160 92145 92322 92373 92445 92715 92697 92610 92550 92610 92539 92630 92409 92400 92570 92844 92962 92997 93316 93563 93903 93945 94046 94079 94118 94419 94678 94916 94928 94863 94632 94702 94636 94642 94681 94751 94934 94862 94932 95094 95511 95829 96011 96103 96129 96082 96077 96084 96146 96072 96030 96106 96240 96386 96499 96492 96508 96528 96492 96297 96027 95974 96122 96128 95436 95028 95383 95690
"38" 37 82617 81625 82514 82282 82970 84544 85607 85885 86178 86842 86693 86874 87504 88132 89740 90116 90446 90880 90862 90873 91217 91716 91835 91915 91893 92077 92129 92197 92467 92440 92350 92284 92347 92275 92363 92133 92120 92293 92563 92692 92729 93066 93317 93668 93711 93816 93860 93896 94199 94467 94717 94722 94640 94400 94460 94388 94384 94423 94489 94679 94591 94665 94826 95272 95626 95817 95913 95940 95886 95888 95896 95966 95896 95856 95930 96067 96215 96336 96329 96339 96359 96315 96109 95820 95759 95911 95912 95167 94723 95100 95431
"39" 38 82106 81107 81977 81725 82444 84078 85162 85457 85756 86423 86283 86477 87105 87760 89383 89771 90113 90566 90553 90573 90927 91444 91561 91646 91613 91806 91859 91923 92200 92158 92066 91998 92060 91986 92068 91826 91818 92000 92265 92403 92437 92792 93057 93412 93459 93564 93621 93661 93964 94242 94493 94500 94406 94152 94204 94120 94108 94147 94211 94400 94305 94376 94541 95021 95406 95609 95706 95734 95672 95681 95695 95773 95703 95669 95743 95883 96035 96162 96155 96165 96186 96135 95914 95606 95538 95689 95686 94890 94405 94813 95162
"40" 39 81578 80569 81418 81138 81886 83582 84690 85002 85308 85979 85846 86055 86682 87367 88998 89396 89753 90223 90213 90244 90608 91144 91258 91349 91301 91501 91558 91616 91905 91859 91756 91686 91749 91667 91745 91498 91488 91680 91947 92091 92123 92494 92774 93137 93191 93296 93364 93409 93715 94004 94257 94262 94170 93902 93945 93846 93830 93869 93931 94110 94011 94077 94243 94759 95178 95386 95484 95513 95446 95459 95478 95567 95497 95464 95545 95692 95845 95978 95967 95983 96003 95948 95713 95385 95311 95458 95452 94601 94072 94517 94885
"41" 40 81032 80014 80843 80524 81298 83054 84187 84515 84830 85508 85380 85604 86231 86950 88581 88990 89364 89846 89834 89878 90253 90813 90925 91022 90961 91167 91228 91280 91576 91533 91426 91343 91406 91328 91399 91145 91128 91324 91612 91755 91786 92174 92465 92847 92913 93019 93095 93136 93450 93755 94012 94010 93921 93648 93686 93573 93555 93590 93645 93817 93710 93769 93938 94484 94936 95152 95253 95278 95206 95216 95244 95344 95272 95242 95334 95491 95642 95785 95767 95787 95807 95749 95507 95160 95073 95220 95205 94293 93724 94207 94594
"42" 41 80463 79437 80250 79885 80681 82496 83652 83994 84319 85008 84882 85121 85749 86504 88129 88548 88945 89432 89415 89472 89857 90449 90561 90663 90589 90804 90884 90920 91214 91177 91071 90985 91036 90953 91025 90757 90746 90946 91248 91392 91426 91836 92130 92529 92606 92717 92802 92839 93156 93482 93741 93735 93646 93371 93407 93287 93261 93297 93339 93501 93386 93440 93611 94183 94666 94896 95001 95022 94949 94955 94988 95099 95029 95003 95103 95270 95420 95580 95556 95575 95597 95534 95289 94928 94828 94975 94949 93976 93360 93884 94294
"43" 42 79863 78832 79636 79220 80036 81908 83083 83435 83771 84473 84350 84606 85233 86025 87638 88068 88490 88982 88961 89029 89420 90047 90160 90266 90179 90403 90503 90524 90823 90785 90672 90590 90639 90537 90613 90337 90324 90532 90847 90987 91036 91466 91762 92174 92256 92377 92480 92517 92835 93183 93444 93440 93341 93065 93104 92982 92952 92986 93018 93170 93043 93089 93259 93865 94378 94617 94725 94747 94675 94677 94711 94830 94761 94743 94854 95027 95177 95354 95331 95352 95371 95304 95056 94686 94578 94724 94688 93653 92981 93549 93981
"44" 43 79225 78193 78993 78528 79361 81288 82479 82836 83181 83898 83781 84057 84682 85510 87107 87547 87993 88492 88470 88547 88941 89602 89718 89827 89729 89962 90066 90089 90397 90356 90230 90144 90205 90089 90165 89877 89860 90075 90406 90548 90605 91059 91362 91780 91872 92005 92125 92170 92495 92856 93123 93122 93015 92735 92780 92652 92621 92660 92687 92824 92682 92726 92890 93532 94070 94314 94424 94447 94378 94379 94412 94541 94469 94456 94582 94764 94918 95109 95086 95115 95129 95064 94810 94426 94317 94464 94419 93319 92587 93203 93651
"45" 44 78544 77511 78312 77804 78652 80636 81838 82197 82548 83278 83171 83471 84094 84955 86535 86985 87449 87958 87939 88024 88424 89116 89233 89345 89241 89485 89587 89616 89927 89885 89755 89656 89725 89607 89687 89387 89359 89578 89920 90076 90144 90611 90938 91357 91460 91605 91733 91794 92130 92508 92780 92779 92672 92391 92439 92303 92271 92320 92349 92470 92314 92353 92512 93177 93743 93985 94095 94121 94053 94055 94087 94234 94154 94149 94281 94476 94636 94842 94824 94857 94870 94809 94544 94143 94041 94185 94140 92970 92174 92839 93304
"46" 45 77819 76783 77585 77039 77904 79948 81155 81515 81869 82610 82516 82846 83465 84358 85922 86381 86855 87378 87369 87455 87863 88586 88704 88813 88710 88968 89062 89088 89415 89362 89232 89129 89192 89072 89160 88854 88812 89033 89391 89546 89633 90114 90471 90895 91020 91167 91305 91373 91725 92127 92411 92410 92297 92018 92069 91929 91899 91956 91986 92106 91941 91965 92120 92801 93395 93636 93749 93772 93703 93704 93740 93897 93811 93819 93951 94158 94325 94544 94536 94576 94590 94532 94258 93846 93740 93883 93842 92604 91747 92458 92942
"47" 46 77046 76005 76809 76229 77111 79217 80428 80787 81143 81892 81815 82177 82792 83713 85263 85729 86205 86747 86753 86834 87252 88006 88126 88230 88127 88400 88494 88511 88859 88800 88659 88557 88621 88479 88581 88265 88226 88448 88808 88956 89060 89568 89957 90386 90539 90691 90834 90919 91277 91704 92002 92006 91885 91606 91662 91521 91493 91558 91584 91705 91544 91554 91705 92400 93018 93263 93375 93396 93327 93324 93361 93528 93445 93463 93596 93813 93985 94216 94219 94268 94280 94226 93950 93529 93412 93556 93521 92213 91295 92068 92570
"48" 47 76227 75177 75981 75370 76267 78437 79652 80009 80368 81122 81062 81458 82067 83014 84553 85024 85497 86059 86082 86157 86584 87367 87493 87596 87491 87777 87872 87880 88237 88184 88029 87927 88000 87844 87949 87620 87585 87819 88180 88317 88441 88970 89385 89841 90014 90172 90324 90430 90783 91237 91547 91557 91441 91166 91218 91080 91055 91129 91151 91265 91110 91124 91264 91972 92616 92863 92967 92989 92918 92915 92947 93126 93052 93077 93218 93438 93615 93856 93866 93926 93935 93889 93615 93189 93062 93207 93175 91796 90817 91654 92187
"49" 48 75359 74294 75102 74459 75369 77602 78820 79175 79541 80299 80252 80684 81286 82254 83781 84257 84731 85314 85357 85426 85862 86672 86806 86911 86803 87097 87183 87182 87552 87498 87332 87241 87311 87156 87261 86911 86890 87134 87513 87632 87767 88311 88754 89237 89429 89598 89773 89872 90230 90712 91034 91058 90946 90688 90735 90594 90568 90656 90677 90794 90638 90659 90800 91517 92180 92433 92533 92545 92474 92476 92502 92693 92624 92651 92813 93032 93216 93465 93476 93547 93559 93518 93253 92819 92691 92836 92803 91344 90310 91211 91790
"50" 49 74441 73354 74169 73491 74415 76707 77927 78279 78659 79418 79380 79848 80445 81427 82938 83420 83903 84499 84555 84624 85070 85909 86054 86167 86050 86353 86429 86415 86818 86741 86567 86494 86565 86404 86515 86140 86138 86386 86794 86900 87040 87596 88079 88570 88774 88977 89168 89269 89639 90138 90478 90514 90408 90170 90228 90084 90059 90155 90178 90300 90147 90169 90314 91051 91718 91977 92070 92072 91998 92002 92025 92232 92157 92189 92370 92593 92786 93038 93052 93134 93148 93111 92852 92414 92294 92436 92405 90860 89767 90746 91365
"51" 50 73469 72353 73181 72463 73400 75748 76970 77314 77711 78471 78436 78943 79537 80527 82016 82502 83009 83612 83666 83738 84194 85064 85225 85351 85213 85526 85604 85561 85994 85912 85727 85664 85730 85569 85701 85302 85320 85574 86010 86106 86258 86824 87335 87842 88052 88285 88500 88617 89004 89523 89881 89921 89829 89601 89677 89544 89524 89629 89652 89780 89625 89651 89799 90564 91245 91502 91590 91578 91497 91493 91512 91735 91649 91690 91885 92111 92316 92574 92591 92679 92695 92665 92407 91974 91859 92002 91977 90344 89184 90250 90911
"52" 51 72446 71291 72137 71373 72322 74723 75947 76278 76695 77449 77408 77957 78554 79550 81010 81501 82047 82659 82709 82783 83240 84142 84321 84465 84292 84608 84705 84635 85077 85000 84823 84762 84814 84655 84823 84403 84448 84716 85159 85239 85419 86002 86522 87055 87280 87522 87769 87895 88304 88850 89212 89261 89177 88965 89048 88939 88928 89045 89078 89211 89048 89081 89232 90022 90729 90988 91079 91057 90968 90952 90963 91196 91110 91156 91357 91590 91801 92077 92092 92178 92198 92175 91919 91495 91379 91534 91509 89792 88562 89720 90430
"53" 52 71373 70176 71037 70221 71182 73633 74857 75173 75611 76353 76296 76888 77490 78494 79921 80417 81014 81631 81675 81762 82214 83145 83342 83506 83290 83607 83716 83630 84099 83988 83824 83790 83827 83658 83858 83435 83506 83779 84249 84316 84519 85125 85662 86206 86448 86709 86973 87109 87537 88094 88480 88528 88457 88266 88356 88266 88275 88400 88451 88588 88421 88458 88618 89428 90152 90428 90526 90498 90409 90381 90385 90612 90523 90582 90792 91031 91237 91539 91551 91637 91663 91641 91388 90970 90857 91022 91000 89198 87901 89153 89914
"54" 53 70256 69014 69883 69010 69979 72479 73699 74000 74463 75188 75105 75735 76342 77357 78749 79252 79903 80518 80544 80652 81112 82071 82279 82463 82208 82525 82637 82540 83052 82922 82719 82733 82764 82578 82795 82377 82480 82757 83255 83339 83557 84183 84749 85294 85547 85831 86111 86258 86705 87277 87682 87742 87678 87509 87604 87523 87559 87708 87774 87919 87746 87779 87951 88789 89526 89819 89927 89900 89818 89774 89781 89992 89889 89961 90185 90431 90632 90952 90963 91058 91087 91063 90810 90393 90290 90464 90457 88557 87194 88547 89357
"55" 54 69096 67815 68679 67746 68718 71264 72472 72757 73247 73958 73842 74503 75107 76140 77490 78006 78709 79320 79315 79438 79918 80924 81131 81325 81041 81364 81489 81389 81936 81788 81571 81597 81624 81440 81652 81228 81356 81651 82165 82268 82525 83171 83761 84321 84595 84879 85186 85339 85804 86408 86823 86913 86850 86700 86792 86726 86785 86966 87051 87208 87027 87054 87236 88098 88854 89170 89273 89265 89186 89129 89134 89347 89231 89302 89539 89784 89992 90326 90332 90436 90464 90437 90180 89767 89670 89854 89864 87867 86438 87899 88757
"56" 55 67897 66583 67428 66433 67403 69993 71175 71441 71957 72656 72508 73194 73786 74843 76144 76675 77426 78039 78003 78134 78634 79703 79912 80102 79792 80127 80276 80161 80744 80585 80365 80396 80406 80219 80454 79986 80144 80439 80985 81082 81389 82082 82691 83274 83561 83862 84194 84335 84814 85459 85885 86007 85940 85816 85913 85861 85940 86142 86257 86430 86252 86280 86479 87352 88132 88468 88561 88572 88500 88441 88435 88669 88536 88609 88844 89080 89307 89656 89653 89755 89788 89762 89501 89088 88996 89186 89206 87115 85629 87196 88122
"57" 56 66648 65316 66128 65074 66036 68667 69809 70051 70589 71278 71100 71809 72385 73473 74717 75263 76054 76672 76608 76747 77267 78401 78611 78796 78469 78813 78996 78872 79475 79333 79079 79125 79132 78912 79174 78673 78844 79138 79707 79811 80145 80906 81558 82149 82446 82772 83140 83252 83746 84422 84843 85003 84944 84849 84967 84907 85015 85247 85374 85575 85403 85452 85654 86544 87340 87688 87782 87811 87756 87699 87696 87947 87807 87886 88109 88332 88572 88932 88919 89022 89055 89030 88775 88363 88273 88462 88493 86297 84758 86439 87439
"58" 57 65336 63997 64774 63664 64617 67287 68375 68583 69139 69821 69614 70346 70906 72033 73214 73776 74595 75219 75128 75275 75820 77018 77217 77396 77070 77422 77666 77513 78139 77984 77703 77766 77775 77541 77789 77271 77456 77742 78333 78444 78796 79620 80319 80937 81264 81593 82009 82112 82611 83313 83730 83914 83879 83817 83954 83905 84026 84290 84424 84656 84486 84561 84763 85672 86477 86844 86939 86988 86949 86905 86911 87179 87035 87124 87341 87554 87783 88156 88139 88247 88274 88239 87990 87585 87498 87681 87728 85428 83826 85629 86693
"59" 58 63943 62608 63359 62196 63142 65850 66877 67039 67609 68284 68046 68803 69348 70518 71632 72211 73050 73687 73587 73737 74306 75573 75751 75908 75591 75970 76211 76084 76705 76518 76211 76317 76314 76062 76316 75750 75974 76256 76871 76977 77352 78215 78950 79617 80006 80331 80773 80872 81391 82103 82519 82722 82684 82676 82831 82800 82940 83214 83383 83633 83464 83577 83801 84718 85545 85926 86027 86098 86067 86046 86067 86354 86213 86298 86528 86740 86955 87325 87318 87418 87438 87395 87148 86747 86668 86846 86910 84506 82832 84751 85880
"60" 59 62452 61132 61874 60663 61605 64351 65319 65422 66001 66667 66393 67176 67710 68922 69969 70566 71417 72078 71994 72150 72728 74059 74216 74331 74003 74421 74576 74489 75177 74936 74598 74744 74743 74457 74739 74145 74377 74680 75322 75423 75810 76712 77502 78186 78640 79005 79459 79535 80087 80814 81221 81433 81399 81434 81616 81602 81759 82068 82256 82530 82361 82516 82764 83685 84545 84940 85041 85134 85118 85105 85143 85471 85330 85421 85668 85879 86091 86448 86440 86531 86546 86502 86255 85848 85778 85957 86035 83520 81780 83808 85011
"61" 60 60852 59552 60311 59057 59999 62783 63698 63740 64331 64988 64669 65475 65998 67243 68221 68838 69693 70370 70313 70476 71056 72444 72581 72648 72285 72736 72872 72705 73474 73269 72869 73028 73034 72737 73052 72433 72703 72996 73666 73755 74135 75090 75933 76618 77123 77531 78046 78113 78712 79456 79862 80068 80037 80117 80309 80321 80516 80862 81054 81350 81191 81366 81634 82581 83465 83894 83994 84101 84097 84084 84137 84510 84370 84487 84750 84943 85167 85525 85509 85590 85599 85553 85305 84894 84821 85011 85102 82455 80663 82800 84083
"62" 61 59147 57868 58665 57371 58319 61140 62010 61989 62607 63261 62894 63719 64231 65493 66396 67030 67881 68562 68529 68687 69269 70721 70845 70865 70457 70940 71146 70903 71591 71446 71084 71219 71203 70909 71268 70620 70932 71250 71920 71977 72380 73370 74272 74954 75513 75925 76518 76612 77240 77991 78414 78621 78571 78691 78887 78914 79169 79548 79743 80069 79905 80108 80386 81367 82279 82737 82865 83000 83005 82996 83054 83465 83347 83497 83775 83951 84188 84564 84537 84601 84592 84534 84295 83880 83809 83998 84105 81313 79471 81732 83092
"63" 62 57356 56093 56935 55601 56559 59412 60246 60161 60814 61477 61070 61918 62416 63682 64502 65147 65986 66675 66671 66807 67371 68896 69023 68997 68535 69053 69302 69034 69674 69420 69097 69304 69231 68935 69345 68691 69023 69391 70094 70106 70538 71579 72527 73207 73808 74249 74881 74997 75639 76375 76825 77046 77002 77136 77347 77402 77696 78110 78337 78695 78518 78744 79041 80022 80988 81459 81634 81806 81835 81828 81893 82342 82239 82436 82740 82915 83161 83541 83524 83562 83532 83450 83222 82802 82744 82916 83032 80109 78212 80598 82037
"64" 63 55502 54247 55122 53746 54714 57593 58396 58253 58943 59620 59188 60068 60556 61818 62548 63193 64015 64706 64738 64854 65374 66952 67096 67041 66512 67062 67283 67026 67722 67376 66907 67221 67171 66824 67290 66615 67017 67387 68135 68150 68592 69692 70666 71351 71983 72451 73139 73266 73923 74671 75097 75344 75333 75488 75713 75787 76116 76553 76842 77229 77052 77296 77617 78579 79607 80094 80314 80506 80570 80570 80661 81142 81038 81277 81614 81810 82061 82460 82445 82469 82422 82318 82069 81670 81608 81766 81894 78832 76885 79391 80911
"65" 64 53602 52345 53227 51803 52778 55676 56452 56263 56986 57676 57235 58160 58646 59908 60543 61176 61971 62649 62702 62809 63284 64889 65038 64977 64388 64961 65157 64883 65665 65318 64772 65017 65008 64691 65156 64442 64919 65297 66071 66093 66595 67734 68728 69423 70083 70545 71297 71457 72132 72929 73325 73573 73594 73783 74031 74107 74468 74933 75242 75681 75516 75774 76119 77069 78129 78643 78881 79104 79212 79231 79351 79870 79765 80041 80387 80601 80891 81309 81299 81318 81260 81148 80862 80471 80402 80554 80702 77484 75488 78112 79719
"66" 65 51669 50402 51250 49772 50748 53655 54408 54189 54942 55641 55203 56181 56675 57947 58491 59104 59865 60511 60558 60662 61103 62732 62865 62797 62162 62765 62927 62563 63420 63086 62563 62797 62686 62425 62957 62153 62693 63087 63902 63928 64472 65676 66692 67387 68078 68546 69327 69514 70246 71076 71479 71736 71735 71955 72246 72334 72727 73201 73535 74014 73866 74163 74534 75484 76552 77088 77336 77609 77757 77802 77953 78517 78427 78735 79081 79294 79635 80073 80098 80112 80044 79929 79619 79211 79136 79285 79447 76076 74033 76762 78472
"67" 66 49697 48417 49197 47659 48629 51533 52268 52037 52816 53520 53089 54121 54627 55920 56378 56968 57700 58309 58334 58437 58842 60496 60613 60526 59831 60472 60637 60229 61080 60733 60226 60565 60404 60031 60656 59849 60397 60801 61646 61700 62241 63500 64591 65277 65983 66463 67269 67444 68212 69094 69515 69790 69780 70015 70332 70437 70884 71353 71725 72237 72097 72447 72854 73812 74884 75416 75695 76027 76208 76290 76469 77075 77022 77356 77706 77920 78281 78758 78831 78838 78760 78640 78316 77912 77824 77948 78122 74598 72527 75361 77156
"68" 67 47660 46376 47075 45480 46439 49325 50044 49813 50620 51326 50899 51980 52497 53815 54188 54757 55471 56049 56058 56172 56534 58193 58297 58197 57418 58074 58293 57865 58717 58318 57809 58217 58118 57675 58232 57454 58088 58468 59325 59373 59942 61222 62377 63106 63828 64278 65142 65268 66063 66970 67433 67734 67753 68015 68325 68456 68961 69445 69815 70362 70228 70607 71064 72055 73117 73667 73970 74332 74553 74674 74887 75540 75521 75887 76269 76476 76859 77360 77468 77479 77400 77286 76952 76563 76461 76556 76732 73055 70964 73902 75771
"69" 68 45533 44260 44888 43250 44200 47049 47747 47519 48358 49073 48644 49769 50292 51632 51919 52471 53174 53719 53717 53861 54188 55834 55911 55813 54960 55601 55889 55421 56271 55856 55296 55761 55687 55289 55839 54910 55642 56066 56912 56944 57550 58847 60018 60808 61608 62024 62930 63011 63823 64714 65198 65557 65603 65891 66210 66336 66897 67423 67811 68342 68207 68647 69136 70165 71225 71814 72141 72523 72788 72945 73201 73912 73923 74332 74754 74959 75363 75875 75990 76026 75961 75853 75523 75139 75035 75124 75290 71449 69337 72373 74320
"70" 69 43293 42053 42640 40984 41933 44725 45389 45154 46033 46769 46329 47498 48028 49379 49572 50114 50810 51316 51308 51495 51804 53438 53478 53378 52477 53113 53464 52998 53834 53377 52773 53263 53160 52836 53451 52429 53067 53551 54449 54435 55063 56387 57592 58381 59265 59720 60645 60673 61509 62363 62830 63224 63321 63639 63998 64114 64710 65287 65703 66235 66068 66556 67073 68111 69204 69835 70168 70609 70903 71107 71395 72181 72235 72674 73127 73339 73788 74291 74420 74469 74416 74335 74007 73631 73535 73619 73801 69781 67646 70777 72799
"71" 70 40927 39743 40337 38692 39654 42373 42986 42711 43628 44402 43942 45161 45710 47062 47150 47687 48382 48845 48846 49078 49373 50999 51003 50887 49941 50589 50927 50467 51384 50871 50189 50712 50549 50264 50931 49920 50526 50929 51852 51836 52418 53792 55043 55780 56698 57199 58197 58189 59077 59935 60354 60771 60883 61265 61694 61827 62455 63051 63491 64068 63869 64358 64889 65931 67041 67738 68099 68576 68905 69137 69470 70334 70418 70906 71390 71602 72115 72612 72753 72817 72758 72714 72396 72044 71950 72025 72232 68029 65887 69103 71212
"72" 71 38452 37337 37980 36371 37361 39995 40543 40198 41138 41954 41459 42736 43322 44679 44658 45188 45879 46299 46323 46600 46873 48483 48456 48326 47334 47983 48341 47845 48854 48394 47598 48142 47958 47642 48338 47313 47982 48369 49161 49124 49737 51118 52401 53135 54050 54553 55625 55627 56514 57405 57805 58225 58316 58732 59250 59428 60101 60725 61155 61777 61570 62074 62592 63623 64749 65475 65901 66419 66801 67040 67456 68378 68476 69042 69559 69774 70333 70843 70987 71071 70994 70971 70665 70359 70269 70346 70565 66185 64054 67343 69544
"73" 72 35918 34866 35571 34008 35036 37581 38063 37635 38592 39436 38883 40219 40850 42219 42102 42627 43302 43671 43720 44045 44301 45888 45829 45705 44691 45332 45743 45161 46188 45801 45002 45520 45323 45013 45653 44575 45316 45765 46496 46319 46973 48384 49664 50443 51367 51868 52978 52979 53899 54776 55158 55589 55649 56054 56612 56866 57600 58291 58735 59381 59179 59703 60217 61222 62347 63069 63515 64112 64574 64849 65318 66316 66421 67067 67615 67837 68447 68964 69120 69225 69134 69114 68810 68549 68489 68570 68811 64252 62148 65504 67792
"74" 73 33374 32368 33118 31594 32658 35116 35540 35043 36019 36880 36244 37621 38294 39672 39480 40013 40669 40986 41053 41421 41664 43236 43141 43037 42039 42678 43106 42453 43455 43039 42289 42873 42633 42306 42898 41760 42530 43026 43776 43574 44131 45544 46874 47626 48597 49114 50247 50210 51166 52042 52375 52839 52890 53284 53832 54134 54974 55701 56193 56893 56669 57240 57763 58767 59859 60583 61020 61674 62199 62543 63039 64132 64221 64965 65544 65763 66445 66965 67128 67272 67181 67153 66852 66620 66588 66689 66963 62240 60152 63575 65958
"75" 74 30867 29879 30639 29127 30212 32588 32972 32437 33448 34319 33580 34966 35657 37035 36782 37338 37986 38271 38344 38741 38968 40527 40396 40319 39354 40003 40405 39755 40790 40262 39486 40170 39968 39592 40128 38981 39706 40223 41006 40790 41375 42690 44031 44813 45760 46315 47476 47428 48358 49243 49533 50010 50082 50511 51021 51322 52245 53011 53521 54275 54058 54673 55208 56233 57322 58015 58451 59156 59698 60093 60663 61822 61907 62728 63352 63571 64323 64849 65027 65206 65114 65097 64792 64577 64542 64680 65004 60107 58074 61548 64021
"76" 75 28443 27461 28191 26661 27727 29998 30349 29825 30894 31775 30932 32291 32960 34316 34013 34590 35243 35537 35612 36031 36232 37773 37599 37560 36633 37277 37624 36972 38062 37506 36636 37337 37210 36860 37352 36180 36900 37391 38180 37890 38538 39877 41111 41899 42871 43400 44614 44596 45544 46409 46640 47158 47217 47697 48220 48474 49438 50261 50794 51568 51371 52039 52548 53598 54686 55360 55782 56526 57100 57512 58135 59378 59486 60356 61015 61241 62066 62587 62813 63020 62926 62922 62621 62414 62390 62528 62898 57830 55880 59422 61983
"77" 76 26086 25109 25782 24221 25242 27394 27702 27217 28355 29252 28326 29642 30257 31566 31220 31808 32463 32796 32878 33321 33497 35014 34781 34783 33904 34518 34862 34189 35273 34751 33860 34508 34365 34091 34625 33413 34102 34594 35328 34992 35652 37049 38298 38975 39964 40485 41717 41689 42658 43521 43678 44226 44300 44774 45348 45598 46578 47412 47987 48812 48575 49299 49814 50836 51932 52601 53026 53785 54380 54825 55454 56797 56968 57848 58554 58791 59692 60191 60447 60712 60618 60622 60326 60144 60143 60257 60647 55410 53558 57165 59850
"78" 77 23760 22783 23381 21800 22780 24829 25090 24635 25820 26733 25763 27048 27604 28852 28465 29047 29689 30054 30136 30612 30784 32282 31984 32013 31196 31770 32184 31489 32524 31968 31138 31809 31559 31279 31895 30721 31363 31841 32545 32165 32812 34193 35500 36186 37079 37581 38848 38741 39737 40573 40708 41244 41323 41807 42393 42671 43670 44463 45082 45960 45708 46462 46982 47989 49056 49748 50171 50956 51549 52029 52700 54091 54308 55231 55987 56227 57187 57675 57953 58253 58167 58197 57907 57766 57774 57872 58276 52835 51119 54768 57583
"79" 78 21465 20494 21016 19430 20370 22334 22540 22094 23290 24201 23216 24503 25025 26211 25785 26342 26956 27344 27420 27918 28100 29596 29245 29272 28514 29037 29505 28817 29783 29183 28379 29136 28860 28464 29110 28030 28691 29121 29787 29432 30044 31407 32696 33412 34354 34783 36043 35872 36826 37602 37733 38274 38303 38816 39394 39673 40732 41518 42137 43030 42775 43585 44056 45056 46106 46786 47197 48019 48645 49126 49847 51269 51488 52501 53304 53524 54513 55029 55345 55663 55567 55646 55367 55278 55279 55393 55795 50133 48549 52215 55169
"80" 79 19207 18259 18716 17147 18045 19930 20070 19604 20775 21665 20668 21983 22529 23678 23221 23737 24302 24688 24767 25264 25448 26954 26578 26576 25871 26322 26771 26145 27076 26444 25645 26419 26180 25792 26349 25305 26006 26441 27046 26723 27362 28705 29950 30633 31632 32133 33288 33052 33963 34657 34736 35283 35290 35804 36351 36641 37742 38564 39213 40065 39789 40642 41116 42036 43083 43741 44116 44957 45631 46136 46875 48344 48570 49637 50498 50699 51736 52263 52603 52946 52859 52977 52710 52668 52645 52803 53204 47338 45853 49521 52579
"81" 80 17006 16109 16527 15003 15854 17657 17729 17253 18374 19222 18199 19510 20100 21240 20773 21243 21753 22117 22198 22672 22835 24325 23968 23921 23271 23617 24049 23452 24381 23760 22973 23742 23484 23183 23693 22649 23335 23830 24390 24057 24677 25996 27197 27828 28789 29353 30461 30133 31037 31716 31716 32260 32243 32755 33281 33562 34684 35484 36167 37019 36682 37549 38030 38901 39911 40569 40910 41716 42469 42983 43735 45239 45473 46577 47475 47693 48811 49325 49687 50068 50017 50168 49910 49918 49881 50069 50479 44455 43066 46704 49818
"82" 81 14884 14065 14466 13011 13810 15526 15530 15056 16115 16915 15871 17139 17741 18871 18421 18856 19306 19626 19735 20163 20289 21737 21395 21310 20739 20981 21444 20868 21720 21176 20414 21200 20916 20635 21157 20180 20809 21319 21828 21517 22053 23319 24505 25082 25988 26484 27573 27228 28046 28753 28740 29237 29192 29683 30198 30463 31579 32340 33015 33880 33483 34344 34818 35646 36623 37267 37589 38387 39149 39685 40446 41984 42206 43323 44263 44514 45696 46204 46579 47035 47003 47211 46947 47045 47008 47219 47615 41472 40210 43776 46936
"83" 82 12869 12138 12527 11156 11897 13516 13444 12961 13943 14711 13682 14905 15498 16581 16152 16574 16969 17208 17358 17765 17848 19247 18898 18765 18302 18495 18949 18415 19186 18659 17966 18753 18471 18228 18721 17825 18425 18905 19340 19076 19548 20748 21876 22447 23279 23697 24757 24405 25175 25819 25806 26295 26211 26683 27174 27402 28505 29247 29902 30711 30301 31168 31605 32392 33303 33933 34210 35033 35759 36304 37117 38658 38868 39984 40960 41239 42455 42959 43334 43850 43827 44117 43862 44056 44005 44255 44635 38415 37283 40765 43933
