"Age" "Lx.1933" "Lx.1934" "Lx.1935" "Lx.1936" "Lx.1937" "Lx.1938" "Lx.1939" "Lx.1940" "Lx.1941" "Lx.1942" "Lx.1943" "Lx.1944" "Lx.1945" "Lx.1946" "Lx.1947" "Lx.1948" "Lx.1949" "Lx.1950" "Lx.1951" "Lx.1952" "Lx.1953" "Lx.1954" "Lx.1955" "Lx.1956" "Lx.1957" "Lx.1958" "Lx.1959" "Lx.1960" "Lx.1961" "Lx.1962" "Lx.1963" "Lx.1964" "Lx.1965" "Lx.1966" "Lx.1967" "Lx.1968" "Lx.1969" "Lx.1970" "Lx.1971" "Lx.1972" "Lx.1973" "Lx.1974" "Lx.1975" "Lx.1976" "Lx.1977" "Lx.1978" "Lx.1979" "Lx.1980" "Lx.1981" "Lx.1982" "Lx.1983" "Lx.1984" "Lx.1985" "Lx.1986" "Lx.1987" "Lx.1988" "Lx.1989" "Lx.1990" "Lx.1991" "Lx.1992" "Lx.1993" "Lx.1994" "Lx.1995" "Lx.1996" "Lx.1997" "Lx.1998" "Lx.1999" "Lx.2000" "Lx.2001" "Lx.2002" "Lx.2003" "Lx.2004" "Lx.2005" "Lx.2006" "Lx.2007" "Lx.2008" "Lx.2009" "Lx.2010" "Lx.2011" "Lx.2012" "Lx.2013" "Lx.2014" "Lx.2015" "Lx.2016" "Lx.2017" "Lx.2018" "Lx.2019" "Lx.2020" "Lx.2021" "Lx.2022" "Lx.2023"
"31" 30 87734 87095 87963 87838 88422 89361 90343 90671 90997 91769 92002 92356 92770 92948 93888 94187 94418 94787 94884 94905 95261 95565 95667 95752 95675 95760 95859 95903 96060 96055 96042 96074 96173 96193 96340 96318 96362 96437 96629 96751 96825 96967 97101 97206 97307 97343 97448 97486 97608 97712 97787 97809 97858 97853 97863 97842 97842 97960 98007 98098 98075 98117 98169 98234 98286 98321 98340 98374 98393 98389 98388 98399 98410 98404 98412 98478 98501 98569 98583 98586 98606 98608 98555 98495 98507 98542 98559 98443 98301 98373 98482
"32" 31 87396 86764 87636 87510 88109 89085 90076 90415 90755 91545 91779 92143 92569 92764 93715 94032 94271 94649 94752 94779 95142 95453 95559 95644 95561 95652 95754 95797 95953 95952 95941 95968 96067 96088 96241 96216 96262 96339 96530 96654 96729 96878 97014 97126 97228 97270 97375 97411 97536 97643 97720 97738 97789 97782 97787 97765 97766 97885 97929 98026 97999 98041 98090 98163 98218 98254 98275 98312 98328 98324 98323 98338 98344 98338 98347 98413 98435 98503 98514 98517 98539 98542 98481 98413 98423 98458 98475 98344 98190 98273 98392
"33" 32 87048 86425 87302 87175 87788 88801 89801 90148 90502 91310 91542 91916 92354 92569 93532 93869 94115 94500 94608 94643 95015 95333 95442 95528 95439 95536 95637 95689 95841 95838 95827 95852 95948 95972 96132 96105 96148 96232 96420 96547 96628 96785 96920 97038 97142 97188 97297 97333 97459 97568 97649 97665 97712 97703 97707 97684 97684 97806 97849 97947 97918 97959 98006 98082 98144 98182 98205 98242 98258 98254 98256 98269 98273 98268 98278 98344 98367 98434 98440 98447 98467 98469 98401 98324 98334 98369 98388 98239 98070 98167 98296
"34" 33 86686 86074 86955 86829 87455 88506 89514 89870 90238 91062 91292 91676 92126 92363 93340 93694 93948 94341 94454 94494 94878 95205 95317 95403 95309 95412 95510 95570 95725 95718 95703 95724 95822 95845 96012 95983 96023 96115 96303 96428 96517 96683 96821 96944 97052 97097 97213 97250 97375 97489 97572 97588 97629 97619 97621 97601 97597 97722 97767 97862 97832 97871 97919 97996 98065 98106 98130 98167 98181 98179 98182 98196 98197 98194 98205 98274 98291 98361 98364 98373 98391 98391 98315 98233 98239 98275 98292 98124 97940 98054 98192
"35" 34 86308 85708 86592 86465 87108 88197 89213 89580 89964 90800 91027 91421 91883 92143 93135 93507 93771 94172 94291 94336 94731 95069 95186 95273 95171 95281 95379 95440 95598 95589 95572 95589 95689 95710 95879 95851 95889 95986 96177 96303 96397 96567 96720 96845 96958 97003 97121 97161 97288 97405 97488 97504 97544 97530 97532 97513 97505 97633 97678 97772 97740 97774 97825 97905 97980 98021 98049 98085 98097 98098 98100 98116 98118 98116 98128 98199 98210 98286 98283 98293 98310 98307 98225 98138 98139 98178 98193 98006 97801 97932 98081
"36" 35 85909 85324 86209 86079 86741 87869 88895 89277 89680 90527 90749 91154 91624 91908 92916 93305 93580 93991 94116 94165 94572 94921 95043 95133 95024 95139 95241 95295 95457 95448 95430 95446 95541 95569 95732 95707 95747 95842 96041 96170 96270 96444 96611 96739 96855 96905 97024 97064 97197 97317 97401 97415 97455 97438 97440 97419 97408 97538 97581 97677 97644 97673 97723 97808 97891 97929 97962 97997 98007 98008 98010 98030 98034 98031 98041 98115 98127 98204 98198 98209 98221 98216 98133 98036 98033 98075 98091 97883 97656 97807 97964
"37" 36 85492 84920 85803 85668 86354 87521 88559 88961 89386 90240 90458 90875 91350 91658 92681 93086 93375 93796 93928 93981 94401 94761 94886 94982 94866 94988 95094 95142 95307 95294 95274 95291 95386 95416 95577 95551 95594 95687 95894 96024 96128 96313 96490 96623 96739 96796 96915 96958 97094 97220 97309 97319 97358 97340 97340 97315 97306 97436 97478 97574 97543 97562 97614 97703 97792 97831 97866 97903 97908 97911 97912 97938 97941 97938 97949 98025 98038 98113 98107 98118 98128 98119 98032 97927 97924 97964 97983 97753 97503 97675 97845
"38" 37 85062 84500 85376 85234 85946 87153 88205 88629 89078 89938 90152 90582 91061 91393 92430 92849 93155 93586 93726 93783 94218 94590 94717 94818 94696 94826 94938 94984 95144 95124 95107 95125 95222 95253 95412 95382 95426 95523 95733 95867 95972 96170 96355 96496 96611 96675 96795 96846 96982 97112 97205 97215 97257 97238 97232 97205 97198 97328 97372 97464 97430 97444 97496 97590 97684 97723 97759 97797 97800 97804 97805 97837 97841 97839 97853 97930 97940 98016 98010 98024 98030 98017 97925 97813 97808 97850 97868 97613 97342 97534 97719
"39" 38 84621 84066 84933 84779 85517 86765 87834 88280 88753 89620 89830 90274 90758 91113 92163 92594 92918 93360 93509 93571 94018 94403 94532 94637 94510 94649 94765 94809 94969 94942 94925 94943 95040 95076 95232 95197 95243 95342 95556 95695 95803 96013 96206 96353 96472 96543 96665 96722 96859 96994 97086 97099 97146 97124 97112 97087 97082 97211 97252 97344 97302 97319 97367 97467 97568 97605 97642 97681 97680 97689 97690 97725 97731 97731 97747 97826 97834 97913 97907 97923 97926 97907 97813 97692 97688 97730 97745 97467 97172 97385 97581
"40" 39 84174 83621 84479 84308 85069 86357 87446 87912 88408 89282 89491 89948 90442 90819 91880 92320 92664 93115 93272 93340 93800 94197 94329 94439 94305 94453 94568 94613 94780 94748 94721 94742 94843 94880 95036 94996 95041 95146 95367 95510 95618 95845 96047 96200 96325 96400 96525 96584 96725 96867 96962 96974 97024 97003 96987 96963 96963 97089 97126 97217 97168 97188 97231 97337 97444 97480 97514 97555 97548 97558 97563 97605 97609 97609 97629 97715 97720 97801 97796 97812 97814 97791 97696 97565 97562 97600 97610 97314 96991 97224 97438
"41" 40 83719 83167 84017 83827 84603 85932 87041 87521 88038 88923 89131 89600 90109 90510 91582 92029 92391 92848 93010 93088 93560 93971 94106 94221 94085 94241 94354 94396 94575 94537 94509 94530 94627 94668 94823 94774 94821 94932 95158 95314 95417 95661 95868 96032 96169 96246 96377 96432 96582 96728 96831 96839 96893 96871 96857 96833 96835 96964 96996 97087 97030 97051 97091 97201 97309 97347 97380 97418 97405 97415 97423 97469 97474 97476 97499 97589 97595 97682 97675 97690 97692 97668 97574 97432 97424 97463 97470 97151 96799 97054 97283
"42" 41 83251 82700 83547 83337 84122 85489 86620 87106 87641 88539 88747 89228 89757 90182 91264 91718 92099 92559 92724 92813 93295 93722 93864 93985 93848 94013 94129 94165 94352 94313 94284 94307 94399 94436 94595 94537 94592 94704 94933 95102 95202 95459 95672 95844 95989 96072 96218 96264 96423 96571 96682 96691 96747 96724 96717 96693 96691 96825 96854 96943 96881 96902 96939 97049 97162 97203 97236 97269 97253 97262 97269 97321 97328 97333 97358 97450 97456 97553 97545 97559 97559 97533 97439 97294 97281 97321 97326 96976 96595 96875 97117
"43" 42 82764 82216 83064 82835 83626 85029 86179 86666 87217 88132 88341 88833 89383 89833 90923 91385 91783 92247 92417 92516 93007 93449 93601 93726 93590 93764 93887 93913 94109 94064 94032 94058 94152 94182 94346 94285 94339 94455 94689 94860 94969 95230 95455 95640 95784 95876 96036 96083 96244 96400 96514 96526 96584 96563 96561 96535 96538 96672 96701 96785 96722 96742 96773 96887 97005 97047 97077 97108 97091 97095 97103 97160 97165 97174 97209 97298 97306 97412 97402 97417 97416 97383 97290 97145 97127 97172 97176 96793 96376 96686 96943
"44" 43 82250 81709 82562 82318 83113 84550 85716 86201 86766 87700 87910 88416 88985 89458 90555 91027 91440 91911 92088 92199 92695 93154 93315 93444 93310 93492 93620 93636 93841 93788 93750 93781 93875 93906 94076 94003 94059 94183 94414 94589 94710 94978 95218 95417 95557 95655 95827 95885 96049 96218 96329 96342 96408 96385 96390 96360 96365 96508 96536 96615 96554 96571 96594 96714 96835 96876 96906 96933 96913 96912 96924 96982 96986 96997 97044 97133 97143 97257 97241 97262 97260 97223 97130 96982 96961 97011 97017 96602 96143 96486 96760
"45" 44 81705 81172 82032 81779 82580 84050 85228 85711 86287 87242 87452 87979 88560 89056 90159 90643 91067 91549 91737 91859 92364 92837 93006 93138 93008 93198 93334 93343 93556 93496 93451 93485 93576 93612 93790 93701 93757 93894 94122 94296 94429 94707 94965 95172 95315 95416 95599 95665 95840 96018 96132 96143 96216 96188 96205 96172 96178 96333 96359 96437 96373 96386 96405 96530 96652 96690 96719 96745 96719 96714 96729 96789 96792 96804 96858 96948 96961 97084 97066 97093 97092 97050 96957 96805 96787 96840 96847 96398 95901 96277 96564
"46" 45 81124 80602 81467 81210 82022 83525 84711 85193 85782 86759 86968 87521 88108 88625 89731 90231 90662 91161 91365 91496 92011 92501 92676 92805 92680 92879 93023 93020 93250 93191 93130 93167 93247 93294 93476 93383 93431 93571 93812 93983 94131 94417 94690 94904 95051 95156 95358 95418 95607 95796 95915 95921 96005 95975 95997 95973 95980 96136 96164 96249 96175 96186 96207 96333 96461 96495 96517 96543 96509 96500 96517 96582 96585 96594 96656 96745 96760 96895 96876 96906 96907 96864 96767 96613 96601 96653 96663 96177 95646 96058 96358
"47" 46 80506 79997 80862 80604 81432 82969 84161 84648 85250 86249 86456 87042 87626 88163 89271 89790 90222 90743 90968 91106 91631 92141 92321 92445 92320 92530 92685 92673 92915 92859 92785 92824 92896 92941 93132 93033 93086 93216 93465 93648 93800 94101 94395 94612 94766 94868 95093 95151 95345 95551 95676 95682 95773 95742 95768 95752 95759 95915 95942 96037 95962 95964 95996 96116 96254 96290 96303 96328 96286 96274 96287 96353 96360 96371 96439 96524 96539 96685 96665 96702 96705 96661 96563 96404 96396 96447 96464 95939 95373 95826 96142
"48" 47 79851 79351 80215 79957 80804 82377 83575 84070 84688 85708 85910 86533 87111 87668 88778 89317 89747 90291 90537 90683 91221 91750 91939 92059 91931 92148 92321 92298 92547 92485 92413 92450 92519 92556 92758 92644 92719 92836 93088 93270 93431 93758 94067 94292 94459 94559 94800 94864 95067 95284 95413 95427 95519 95489 95518 95498 95511 95670 95699 95801 95724 95725 95760 95883 96027 96067 96073 96097 96048 96034 96042 96106 96115 96131 96198 96285 96298 96451 96435 96478 96482 96440 96341 96183 96171 96226 96248 95684 95078 95577 95914
"49" 48 79157 78664 79525 79266 80133 81743 82947 83456 84091 85133 85326 85989 86560 87138 88247 88810 89239 89806 90072 90226 90777 91327 91528 91647 91514 91737 91916 91893 92144 92073 92003 92045 92110 92141 92348 92221 92318 92439 92695 92864 93032 93388 93700 93942 94126 94223 94480 94543 94753 94986 95116 95137 95224 95204 95232 95215 95239 95398 95433 95540 95453 95462 95499 95626 95778 95820 95826 95846 95796 95772 95782 95847 95850 95868 95935 96027 96036 96201 96186 96230 96240 96196 96097 95944 95930 95992 96014 95409 94765 95308 95673
"50" 49 78421 77930 78791 78529 79414 81064 82273 82800 83455 84517 84700 85402 85971 86570 87676 88266 88697 89280 89556 89723 90288 90860 91081 91205 91063 91295 91475 91457 91711 91630 91558 91610 91673 91700 91906 91770 91876 92009 92276 92445 92612 92984 93313 93564 93762 93869 94142 94199 94408 94650 94792 94816 94900 94895 94924 94909 94950 95105 95142 95256 95164 95175 95217 95353 95504 95554 95559 95577 95520 95489 95502 95570 95564 95584 95658 95747 95758 95931 95912 95959 95971 95927 95829 95676 95670 95740 95759 95116 94428 95018 95417
"51" 50 77641 77144 78013 77742 78645 80337 81551 82095 82771 83852 84024 84763 85339 85959 87061 87677 88119 88713 88985 89166 89745 90340 90591 90728 90571 90813 91000 90970 91237 91146 91073 91129 91193 91230 91434 91281 91405 91536 91817 92000 92167 92549 92892 93147 93353 93479 93772 93828 94045 94293 94438 94475 94557 94565 94599 94582 94633 94788 94826 94951 94858 94870 94911 95063 95214 95269 95275 95287 95223 95190 95201 95270 95256 95280 95359 95440 95458 95635 95613 95665 95675 95634 95537 95382 95384 95465 95485 94799 94064 94704 95142
"52" 51 76814 76306 77189 76906 77824 79560 80779 81341 82036 83132 83290 84065 84658 85303 86398 87042 87505 88108 88371 88567 89153 89771 90059 90215 90037 90286 90495 90449 90723 90631 90556 90608 90682 90719 90935 90766 90910 91037 91333 91527 91688 92085 92442 92697 92913 93049 93362 93416 93639 93902 94045 94092 94177 94189 94229 94221 94274 94434 94473 94612 94517 94533 94575 94737 94896 94958 94965 94975 94911 94871 94877 94950 94927 94958 95032 95114 95137 95317 95291 95344 95354 95311 95219 95064 95070 95161 95190 94454 93674 94370 94840
"53" 52 75945 75421 76319 76021 76953 78732 79956 80537 81250 82358 82497 83308 83927 84598 85686 86358 86850 87460 87712 87930 88518 89154 89482 89661 89458 89718 89945 89894 90177 90064 89992 90052 90127 90163 90404 90220 90380 90504 90815 91017 91182 91588 91975 92222 92444 92593 92920 92973 93192 93463 93618 93671 93753 93769 93810 93814 93878 94048 94088 94234 94138 94153 94203 94371 94538 94614 94624 94635 94570 94532 94531 94610 94575 94613 94687 94767 94787 94972 94943 95000 95007 94959 94871 94718 94731 94828 94870 94081 93258 94013 94514
"54" 53 75036 74495 75404 75088 76033 77854 79081 79682 80416 81534 81647 82493 83141 83844 84924 85623 86148 86763 86998 87242 87837 88495 88856 89056 88833 89105 89347 89308 89584 89466 89382 89448 89534 89567 89822 89633 89809 89927 90247 90461 90635 91052 91468 91715 91940 92098 92439 92493 92716 92998 93151 93221 93292 93312 93358 93365 93446 93625 93675 93819 93720 93740 93796 93967 94143 94230 94246 94261 94192 94165 94165 94252 94202 94246 94327 94399 94408 94604 94574 94634 94636 94583 94492 94341 94364 94471 94522 93679 92813 93631 94163
"55" 54 74090 73535 74449 74112 75068 76925 78153 78776 79533 80664 80745 81624 82298 83035 84110 84836 85394 86016 86231 86497 87103 87797 88181 88394 88154 88444 88706 88684 88961 88855 88759 88805 88909 88943 89193 89002 89189 89303 89634 89869 90047 90488 90912 91177 91410 91569 91918 91974 92209 92514 92651 92732 92803 92824 92874 92882 92979 93168 93230 93377 93275 93300 93357 93532 93720 93821 93832 93852 93785 93761 93768 93867 93813 93852 93941 94014 94011 94214 94179 94241 94239 94179 94086 93932 93967 94082 94142 93246 92341 93220 93786
"56" 55 73109 72547 73454 73097 74062 75948 77171 77817 78600 79748 79792 80704 81399 82172 83243 83993 84585 85221 85422 85704 86319 87063 87464 87677 87427 87738 88032 88010 88313 88205 88105 88152 88242 88280 88540 88326 88524 88634 88980 89233 89415 89890 90315 90600 90842 91005 91359 91410 91654 91988 92116 92205 92273 92307 92350 92356 92475 92660 92736 92898 92804 92831 92881 93064 93260 93375 93383 93407 93346 93322 93333 93445 93399 93431 93525 93601 93592 93802 93756 93818 93811 93744 93654 93493 93532 93657 93728 92777 91832 92770 93379
"57" 56 72085 71525 72417 72041 73016 74921 76131 76801 77613 78781 78783 79733 80442 81254 82321 83092 83716 84373 84569 84867 85489 86288 86698 86908 86653 86984 87330 87307 87614 87510 87408 87471 87553 87581 87841 87617 87820 87928 88280 88534 88725 89226 89679 89966 90222 90400 90766 90801 91038 91399 91527 91633 91698 91748 91793 91779 91923 92105 92193 92365 92280 92318 92359 92552 92750 92872 92884 92918 92864 92849 92867 92989 92952 92987 93085 93156 93146 93365 93314 93362 93351 93274 93187 93022 93064 93194 93279 92270 91276 92285 92940
"58" 57 71004 70456 71332 70937 71923 73842 75030 75721 76565 77754 77712 78702 79425 80276 81341 82132 82784 83465 83662 83977 84610 85467 85874 86080 85831 86182 86590 86558 86876 86774 86656 86733 86820 86859 87083 86850 87069 87170 87530 87789 87972 88508 88981 89288 89554 89747 90130 90158 90387 90760 90891 91006 91075 91148 91187 91162 91327 91514 91608 91792 91700 91753 91789 91994 92191 92322 92340 92382 92331 92333 92358 92493 92464 92508 92616 92685 92672 92895 92839 92878 92859 92772 92683 92518 92559 92694 92791 91719 90677 91756 92462
"59" 58 69850 69319 70187 69775 70776 72708 73867 74574 75447 76657 76572 77604 78341 79232 80294 81106 81787 82496 82706 83039 83687 84604 85002 85194 84958 85336 85741 85759 86086 85973 85832 85931 86028 86072 86291 86008 86258 86354 86728 86999 87171 87749 88221 88555 88842 89035 89443 89461 89699 90068 90193 90305 90379 90480 90507 90478 90664 90863 90952 91156 91060 91121 91164 91382 91577 91732 91750 91798 91746 91764 91795 91951 91932 91983 92109 92185 92170 92392 92329 92368 92340 92242 92144 91982 92017 92162 92264 91128 90039 91181 91944
"60" 59 68607 68097 68972 68543 69564 71513 72639 73356 74256 75479 75354 76430 77185 78112 79173 80008 80719 81461 81699 82056 82719 83690 84080 84252 84016 84423 84766 84833 85240 85092 84939 85065 85176 85211 85445 85131 85384 85485 85880 86138 86318 86931 87418 87759 88082 88280 88711 88710 88955 89323 89433 89542 89628 89745 89781 89749 89937 90167 90240 90453 90355 90431 90483 90722 90919 91093 91102 91161 91109 91142 91173 91359 91354 91410 91552 91643 91634 91855 91792 91825 91794 91685 91575 91408 91442 91593 91701 90497 89350 90561 91388
"61" 60 67263 66772 67675 67229 68276 70248 71339 72068 72997 74224 74061 75178 75958 76915 77970 78831 79573 80338 80606 80999 81683 82700 83089 83244 82994 83422 83763 83743 84255 84142 83971 84126 84239 84265 84535 84193 84474 84562 84969 85208 85393 86029 86549 86900 87228 87447 87908 87891 88155 88536 88633 88739 88822 88951 89005 88978 89172 89412 89490 89709 89594 89696 89754 90006 90225 90400 90405 90472 90423 90461 90493 90714 90725 90786 90945 91044 91045 91285 91222 91242 91212 91092 90979 90797 90826 90986 91094 89802 88610 89896 90782
"62" 61 65816 65340 66290 65824 66902 68905 69960 70703 71669 72898 72702 73857 74665 75644 76688 77575 78343 79119 79410 79840 80559 81623 82021 82166 81896 82340 82751 82666 83134 83069 82951 83113 83224 83251 83562 83180 83516 83600 83994 84222 84421 85060 85623 85969 86310 86535 87034 87013 87278 87689 87776 87886 87948 88069 88149 88120 88339 88582 88662 88906 88769 88880 88946 89207 89454 89637 89644 89715 89684 89726 89760 90007 90037 90114 90295 90389 90405 90670 90616 90619 90586 90455 90346 90154 90170 90335 90438 89057 87817 89182 90125
"63" 62 64278 63809 64813 64320 65434 67472 68495 69251 70261 71494 71275 72469 73308 74306 75334 76244 77030 77812 78128 78590 79338 80457 80876 81017 80722 81184 81633 81540 81979 81829 81760 82017 82098 82150 82479 82084 82449 82552 82956 83173 83384 84048 84641 84976 85348 85575 86100 86060 86314 86730 86820 86943 86998 87103 87198 87184 87425 87683 87766 88024 87875 87990 88051 88325 88589 88802 88806 88882 88877 88937 88971 89238 89277 89384 89593 89685 89722 89999 89955 89960 89924 89772 89664 89470 89482 89644 89740 88272 86964 88412 89415
"64" 63 62660 62193 63240 62715 63866 65941 66936 67702 68759 70003 69769 71010 71882 72899 73905 74835 75634 76418 76762 77255 78019 79187 79635 79785 79459 79938 80361 80267 80769 80561 80387 80757 80902 80946 81305 80904 81303 81418 81842 82090 82287 82975 83599 83921 84315 84549 85100 85035 85293 85691 85767 85911 85968 86081 86177 86169 86448 86704 86817 87074 86912 87053 87095 87376 87648 87892 87904 87987 87993 88081 88116 88412 88447 88581 88825 88922 88977 89272 89227 89251 89215 89048 88931 88736 88750 88911 89002 87432 86060 87585 88645
"65" 64 60973 60503 61569 61000 62190 64300 65275 66050 67156 68415 68170 69470 70378 71421 72402 73347 74151 74932 75293 75821 76597 77805 78269 78445 78094 78593 79016 78915 79494 79284 79046 79375 79609 79708 80080 79667 80105 80231 80668 80953 81157 81848 82505 82823 83224 83463 84035 83965 84237 84621 84677 84826 84888 85018 85119 85099 85401 85672 85795 86070 85900 86056 86097 86374 86640 86904 86923 87021 87038 87148 87186 87520 87560 87717 87986 88086 88169 88482 88438 88478 88444 88281 88155 87954 87966 88135 88222 86541 85098 86707 87830
"66" 65 59224 58748 59795 59170 60397 62541 63507 64289 65443 66723 66466 67835 68781 69865 70822 71780 72581 73359 73723 74275 75062 76321 76778 76979 76616 77150 77567 77438 78073 77875 77662 77963 78129 78308 78766 78311 78797 78926 79399 79688 79930 80661 81336 81659 82064 82300 82885 82800 83105 83484 83538 83677 83722 83879 83989 83968 84276 84561 84698 85000 84821 84994 85030 85309 85571 85826 85851 85973 86016 86139 86185 86556 86614 86795 87070 87176 87294 87625 87589 87648 87601 87463 87333 87125 87129 87311 87400 85597 84084 85776 86969
"67" 66 57405 56925 57920 57226 58488 60660 61632 62417 63620 64925 64645 66089 67072 68210 69144 70118 70919 71706 72071 72636 73418 74739 75179 75395 75013 75599 76050 75913 76566 76372 76183 76515 76643 76749 77293 76887 77392 77530 78042 78330 78613 79399 80128 80437 80842 81076 81674 81539 81862 82266 82318 82449 82481 82624 82756 82751 83087 83358 83515 83841 83654 83850 83887 84170 84440 84660 84693 84839 84916 85063 85124 85517 85598 85813 86091 86202 86346 86695 86682 86750 86699 86576 86451 86251 86246 86430 86532 84596 83026 84790 86049
"68" 67 55496 55019 55944 55177 56470 58663 59649 60437 61693 63021 62707 64223 65239 66435 67346 68339 69153 69970 70349 70923 71683 73058 73475 73707 73290 73919 74454 74313 75013 74773 74605 74986 75144 75198 75677 75320 75930 76069 76615 76871 77211 78040 78833 79163 79558 79778 80406 80202 80530 80955 81027 81146 81189 81297 81427 81454 81823 82088 82249 82577 82406 82612 82668 82952 83236 83448 83473 83616 83721 83895 83980 84395 84498 84754 85050 85156 85327 85687 85699 85785 85737 85614 85495 85308 85314 85494 85606 83536 81915 83757 85076
"69" 68 53475 53009 53870 53032 54356 56560 57557 58346 59665 61015 60657 62237 63283 64533 65415 66433 67265 68122 68526 69118 69855 71274 71658 71908 71460 72117 72700 72575 73316 73068 72893 73334 73518 73596 74056 73564 74284 74509 75078 75306 75699 76572 77416 77788 78202 78405 79049 78796 79125 79538 79616 79747 79799 79896 80022 80047 80445 80728 80901 81211 81032 81262 81336 81633 81940 82166 82176 82308 82440 82636 82744 83199 83314 83607 83934 84037 84234 84602 84629 84727 84699 84580 84466 84286 84303 84497 84619 82408 80743 82671 84046
"70" 69 51322 50875 51696 50803 52163 54363 55355 56131 57528 58904 58498 60136 61211 62498 63343 64391 65243 66137 66574 67190 67918 69390 69739 69995 69530 70216 70837 70767 71532 71290 71109 71576 71779 71890 72390 71818 72469 72786 73438 73625 74079 74990 75895 76282 76733 76966 77604 77312 77648 78050 78106 78240 78310 78412 78552 78563 78963 79288 79470 79782 79562 79798 79894 80206 80541 80782 80763 80911 81066 81285 81422 81926 82044 82374 82723 82824 83072 83435 83470 83574 83554 83470 83354 83185 83197 83429 83560 81213 79498 81509 82948
"71" 70 49022 48601 49426 48496 49900 52086 53045 53780 55256 56657 56206 57904 59020 60326 61118 62200 63076 64003 64484 65124 65848 67383 67717 67962 67471 68189 68808 68778 69623 69390 69177 69687 69881 70014 70564 69996 70636 70890 71598 71801 72276 73237 74181 74578 75079 75347 76025 75685 76060 76481 76493 76618 76708 76831 76999 77006 77410 77748 77950 78271 78029 78242 78346 78684 79043 79295 79266 79422 79592 79815 79985 80539 80674 81032 81411 81507 81809 82179 82213 82336 82306 82257 82143 81999 82004 82263 82409 79931 78173 80257 81781
"72" 71 46588 46192 47058 46110 47567 49728 50628 51291 52837 54248 53750 55511 56690 58007 58736 59847 60746 61698 62232 62895 63618 65218 65560 65795 65269 65997 66693 66664 67579 67403 67165 67718 67917 68017 68610 68060 68741 68977 69587 69816 70367 71346 72344 72741 73296 73592 74314 73956 74356 74780 74790 74887 74983 75114 75321 75343 75768 76098 76307 76635 76390 76597 76689 77029 77414 77668 77665 77829 78014 78247 78436 79040 79185 79584 80011 80103 80437 80820 80873 80997 80967 80926 80828 80722 80728 80992 81150 78532 76757 78926 80531
"73" 72 44054 43673 44593 43634 45148 47280 48103 48681 50288 51689 51130 52951 54203 55534 56204 57340 58249 59206 59787 60475 61207 62878 63245 63489 62943 63665 64475 64398 65347 65210 65031 65619 65820 65902 66505 65950 66673 66938 67540 67660 68278 69331 70376 70818 71415 71717 72477 72107 72527 72943 72972 73060 73136 73247 73475 73536 73982 74347 74548 74861 74614 74840 74921 75246 75638 75888 75912 76111 76329 76574 76791 77423 77587 78036 78490 78581 78969 79354 79431 79569 79535 79495 79387 79328 79344 79619 79786 77012 75236 77504 79183
"74" 73 41457 41080 42040 41055 42622 44727 45473 45970 47635 49011 48367 50234 51550 52895 53520 54689 55606 56554 57166 57869 58620 60371 60765 61040 60503 61226 62063 61971 62907 62756 62644 63331 63548 63585 64263 63641 64394 64697 65369 65434 65983 67115 68268 68731 69389 69697 70506 70095 70550 70979 70972 71092 71167 71247 71481 71554 72038 72462 72665 72970 72692 72959 73038 73368 73754 73987 74039 74266 74515 74782 75025 75694 75868 76365 76847 76930 77393 77782 77871 78050 78004 77971 77834 77802 77830 78136 78312 75386 73605 75959 77731
"75" 74 38836 38446 39413 38371 39972 42052 42737 43177 44901 46248 45494 47380 48731 50086 50670 51883 52830 53771 54398 55102 55866 57696 58107 58426 57916 58654 59490 59437 60401 60186 60053 60864 61177 61148 61879 61231 61948 62288 63027 63072 63669 64750 65991 66534 67215 67569 68431 67993 68483 68923 68880 69013 69092 69179 69416 69466 69994 70467 70657 70982 70676 70964 71061 71393 71796 71995 72048 72307 72566 72858 73141 73849 74026 74557 75088 75161 75673 76095 76189 76402 76348 76346 76192 76156 76189 76520 76732 73624 71860 74274 76156
"76" 75 36236 35840 36774 35639 37229 39256 39887 40319 42117 43444 42563 44436 45769 47122 47661 48911 49909 50869 51504 52203 52969 54858 55254 55635 55158 55913 56690 56640 57712 57478 57262 58172 58551 58562 59308 58620 59351 59691 60476 60483 61189 62313 63526 64146 64912 65240 66203 65743 66306 66753 66692 66842 66886 67005 67276 67286 67846 68358 68563 68875 68564 68880 68958 69317 69739 69921 69937 70194 70502 70775 71113 71868 72067 72627 73173 73251 73806 74261 74375 74611 74563 74589 74426 74394 74420 74753 75017 71707 69978 72465 74444
"77" 76 33645 33258 34133 32888 34437 36385 36955 37403 39283 40620 39617 41461 42728 44066 44547 45813 46864 47856 48500 49207 49975 51898 52228 52675 52238 53003 53761 53717 54831 54626 54386 55328 55685 55762 56608 55870 56646 56978 57769 57774 58526 59740 61049 61611 62451 62813 63827 63350 63961 64431 64364 64510 64551 64676 64980 64989 65550 66095 66331 66662 66313 66664 66726 67080 67537 67727 67720 67941 68283 68571 68931 69754 69979 70568 71123 71199 71818 72285 72416 72676 72643 72684 72518 72525 72532 72857 73144 69639 67942 70509 72597
